Candidate,verA,verB,n_samples,has_slope_info,r_global_per_h,se_laplace,rel_advantage_per_h,doubling_h,ci_boot_lo,ci_boot_hi,se_boot,loso_heterogeneity_sd,sens_to_OD_weight,identifiability
A152-B171,A152,B171,1,True,0.2709,0.0647,-0.0471,2.56,0.2094,0.319,0.0294,0.0134,0.0311,mixed
A81-B18,A81,B18,2,True,0.2705,0.0393,-0.0475,2.56,0.2317,0.2936,0.0169,0.0055,0.0412,mixed
A81-B3,A81,B3,1,False,0.2685,0.0724,-0.0495,2.58,0.222,0.3016,0.0248,0.0135,0.0291,mixed
A78-B150,A78,B150,1,False,0.2685,0.0724,-0.0495,2.58,0.2242,0.3067,0.0269,0.0135,0.0291,mixed
A20-B60,A20,B60,1,False,0.2685,0.0724,-0.0495,2.58,0.2264,0.3031,0.0242,0.0135,0.0291,mixed
A90-B171,A90,B171,1,True,0.268,0.0508,-0.05,2.59,0.2087,0.2928,0.0242,0.0183,0.0188,data-pinned
A63-B117,A63,B117,3,True,0.2673,0.0343,-0.0507,2.59,0.238,0.2942,0.0148,0.0057,0.0189,data-pinned
A90-B120,A90,B120,2,True,0.267,0.039,-0.051,2.6,0.2463,0.2963,0.0133,0.0126,0.0548,anchor/prior-driven
A90-B151,A90,B151,1,True,0.267,0.0441,-0.051,2.6,0.2325,0.307,0.022,0.0147,0.0428,mixed
A196-B70,A196,B70,1,True,0.2666,0.0451,-0.0514,2.6,0.2139,0.3011,0.0232,0.0147,0.0384,mixed
A81-B127,A81,B127,1,True,0.2659,0.0261,-0.0521,2.61,0.2354,0.2946,0.016,0.0172,0.0343,mixed
A81-B91,A81,B91,1,True,0.2659,0.0451,-0.0521,2.61,0.202,0.2948,0.0232,0.0173,0.041,mixed
A81-B38,A81,B38,1,False,0.2636,0.0733,-0.0544,2.63,0.219,0.2985,0.0238,0.0118,0.0262,mixed
A176-B103,A176,B103,2,False,0.2632,0.0569,-0.0548,2.63,0.2016,0.2962,0.0267,0.0064,0.0077,data-pinned
A63-B79,A63,B79,2,True,0.263,0.0332,-0.055,2.64,0.2361,0.2907,0.0148,0.0073,0.0371,mixed
A16-B117,A16,B117,3,True,0.2625,0.0252,-0.0555,2.64,0.2186,0.2858,0.018,0.0159,0.0313,mixed
A176-B27,A176,B27,1,True,0.2608,0.0441,-0.0572,2.66,0.2329,0.2943,0.0159,0.0192,0.0346,mixed
A78-B70,A78,B70,2,True,0.2596,0.0412,-0.0584,2.67,0.2275,0.2847,0.0147,0.0058,0.0404,mixed
A96-B140,A96,B140,1,True,0.2577,0.0435,-0.0603,2.69,0.2156,0.2919,0.0192,0.0195,0.0305,mixed
A160-B27,A160,B27,1,False,0.2576,0.0757,-0.0604,2.69,0.2152,0.2984,0.0248,0.0197,0.0274,mixed
A20-B144,A20,B144,1,False,0.2576,0.0757,-0.0604,2.69,0.2151,0.2964,0.0268,0.0197,0.0274,mixed
A78-B158,A78,B158,1,False,0.2576,0.0757,-0.0604,2.69,0.2116,0.2902,0.0242,0.0197,0.0274,mixed
A63-B147,A63,B147,2,False,0.2576,0.054,-0.0604,2.69,0.1908,0.2922,0.0256,0.007,0.037,mixed
A91-B101,A91,B101,1,False,0.2576,0.0757,-0.0604,2.69,0.2129,0.2923,0.0245,0.0197,0.0274,mixed
A65-B161,A65,B161,1,False,0.2576,0.0757,-0.0604,2.69,0.2161,0.2925,0.0244,0.0197,0.0274,mixed
A196-B174,A196,B174,1,True,0.2567,0.0341,-0.0613,2.7,0.2348,0.2831,0.0133,0.0173,0.0438,mixed
A20-B34,A20,B34,1,False,0.2561,0.0699,-0.0619,2.71,0.2262,0.2884,0.0192,0.0195,0.0303,mixed
A96-B12,A96,B12,1,False,0.2561,0.0699,-0.0619,2.71,0.2222,0.2838,0.0189,0.0195,0.0303,mixed
A196-B93,A196,B93,1,False,0.2561,0.0699,-0.0619,2.71,0.2167,0.2885,0.0224,0.0195,0.0303,mixed
A78-B51,A78,B51,1,False,0.2544,0.0715,-0.0636,2.72,0.2189,0.2878,0.0196,0.022,0.0174,data-pinned
A20-B103,A20,B103,1,False,0.2544,0.0715,-0.0636,2.72,0.2189,0.2879,0.0208,0.022,0.0174,data-pinned
A196-B165,A196,B165,1,False,0.2539,0.0758,-0.0641,2.73,0.2186,0.2907,0.0233,0.0177,0.0238,mixed
A16-B12,A16,B12,1,False,0.2539,0.0758,-0.0641,2.73,0.2167,0.2878,0.0244,0.0177,0.0238,mixed
A16-B101,A16,B101,1,False,0.2539,0.0758,-0.0641,2.73,0.2171,0.2957,0.0247,0.0177,0.0238,mixed
A186-B137,A186,B137,1,False,0.2539,0.0758,-0.0641,2.73,0.2181,0.2839,0.0207,0.0177,0.0238,mixed
A152-B9,A152,B9,1,False,0.2539,0.0758,-0.0641,2.73,0.2167,0.2945,0.0253,0.0177,0.0238,mixed
A78-B143,A78,B143,1,False,0.2539,0.0758,-0.0641,2.73,0.2183,0.2932,0.0234,0.0177,0.0238,mixed
A78-B130,A78,B130,1,False,0.2536,0.0698,-0.0644,2.73,0.2168,0.2899,0.0213,0.0143,0.0176,data-pinned
A63-B103,A63,B103,1,False,0.2536,0.0698,-0.0644,2.73,0.216,0.2889,0.0227,0.0143,0.0176,data-pinned
A186-B63,A186,B63,1,False,0.2536,0.0698,-0.0644,2.73,0.2193,0.2867,0.0206,0.0143,0.0176,data-pinned
A16-B51,A16,B51,1,True,0.2529,0.0402,-0.0651,2.74,0.2294,0.2814,0.0156,0.0184,0.0397,mixed
A143-B13,A143,B13,1,True,0.2527,0.0485,-0.0653,2.74,0.2038,0.2806,0.0195,0.0143,0.0487,mixed
A186-B147,A186,B147,1,True,0.2504,0.0494,-0.0676,2.77,0.1988,0.2769,0.0222,0.0221,0.0378,mixed
A82-B108,A82,B108,1,False,0.2477,0.0723,-0.0703,2.8,0.1905,0.277,0.0234,0.0225,0.028,mixed
A169-B27,A169,B27,1,False,0.247,0.0704,-0.071,2.81,0.2142,0.2779,0.0196,0.0222,0.023,mixed
A89-B27,A89,B27,1,False,0.247,0.0704,-0.071,2.81,0.2151,0.2763,0.0185,0.0222,0.023,mixed
A153-B27,A153,B27,1,False,0.247,0.0704,-0.071,2.81,0.2131,0.2754,0.0186,0.0222,0.023,mixed
A81-B42,A81,B42,2,False,0.2469,0.0708,-0.0711,2.81,0.187,0.2811,0.0239,0.0078,0.0309,mixed
A78-B103,A78,B103,1,False,0.2467,0.0676,-0.0713,2.81,0.1915,0.2711,0.0197,0.0202,0.0299,mixed
A196-B30,A196,B30,1,False,0.2467,0.0676,-0.0713,2.81,0.1913,0.2749,0.0232,0.0202,0.0299,mixed
A186-B75,A186,B75,1,False,0.2455,0.0748,-0.0725,2.82,0.2062,0.2739,0.0187,0.0206,0.0366,mixed
A186-B84,A186,B84,1,True,0.2455,0.0564,-0.0725,2.82,0.1878,0.2872,0.0271,0.0164,0.0387,mixed
A196-B152,A196,B152,1,True,0.2441,0.0559,-0.0739,2.84,0.1919,0.2734,0.0222,0.0241,0.0354,mixed
A143-B6,A143,B6,2,False,0.2425,0.0497,-0.0755,2.86,0.1756,0.2733,0.0246,0.0084,0.0253,mixed
A81-B123,A81,B123,1,True,0.2383,0.0317,-0.0797,2.91,0.2111,0.2614,0.0143,0.0259,0.0377,mixed
A90-B99,A90,B99,1,False,0.2349,0.073,-0.0831,2.95,0.1896,0.2682,0.02,0.0239,0.0388,mixed
A81-B100,A81,B100,1,True,0.2346,0.0384,-0.0834,2.95,0.196,0.2619,0.0194,0.0268,0.0302,mixed
A176-B151,A176,B151,1,True,0.2324,0.0517,-0.0856,2.98,0.1833,0.263,0.0208,0.0299,0.0178,data-pinned
A152-B110,A152,B110,1,False,0.2312,0.065,-0.0868,3.0,0.2005,0.2597,0.0167,0.024,0.0304,mixed
A143-B123,A143,B123,1,True,0.2307,0.0574,-0.0873,3.0,0.1901,0.2607,0.0203,0.0282,0.0245,mixed
A159-B69,A159,B69,1,False,0.229,0.0659,-0.089,3.03,0.1919,0.2583,0.0184,0.0293,0.0321,mixed
A16-B3,A16,B3,1,False,0.229,0.0659,-0.089,3.03,0.2051,0.26,0.0154,0.0293,0.0321,mixed
A186-B13,A186,B13,1,False,0.229,0.0659,-0.089,3.03,0.1915,0.2463,0.0156,0.0293,0.0321,mixed
A16-B161,A16,B161,1,False,0.2284,0.0715,-0.0896,3.04,0.19,0.2492,0.0177,0.0302,0.0272,mixed
A90-B2,A90,B2,1,False,0.2284,0.0715,-0.0896,3.04,0.1847,0.2574,0.0193,0.0302,0.0272,mixed
A152-B102,A152,B102,1,False,0.2283,0.0715,-0.0897,3.04,0.1824,0.2614,0.0195,0.0287,0.029,mixed
A90-B52,A90,B52,1,False,0.2276,0.0687,-0.0904,3.04,0.189,0.2571,0.0197,0.0199,0.0216,mixed
A20-B13,A20,B13,1,False,0.2276,0.0687,-0.0904,3.04,0.185,0.2585,0.0197,0.0199,0.0216,mixed
A196-B98,A196,B98,1,True,0.2254,0.0477,-0.0926,3.08,0.1967,0.2619,0.0161,0.0256,0.0355,mixed
A81-B143,A81,B143,1,False,0.2253,0.068,-0.0927,3.08,0.1869,0.2506,0.0188,0.0324,0.0166,data-pinned
A81-B156,A81,B156,1,False,0.2253,0.068,-0.0927,3.08,0.1901,0.2534,0.0191,0.0324,0.0166,data-pinned
A196-B150,A196,B150,2,True,0.2242,0.035,-0.0938,3.09,0.201,0.252,0.0145,0.0057,0.042,mixed
A63-B75,A63,B75,3,True,0.2241,0.051,-0.0939,3.09,0.1947,0.2581,0.0182,0.0038,0.0263,mixed
A83-B130,A83,B130,1,False,0.2238,0.0718,-0.0942,3.1,0.1831,0.2519,0.0186,0.0262,0.0253,mixed
A16-B75,A16,B75,1,False,0.2238,0.0718,-0.0942,3.1,0.1893,0.2526,0.0177,0.0262,0.0253,mixed
A78-B155,A78,B155,1,False,0.2238,0.0718,-0.0942,3.1,0.1818,0.2535,0.0188,0.0262,0.0253,mixed
A63-B2,A63,B2,1,False,0.2238,0.0718,-0.0942,3.1,0.1875,0.2552,0.0201,0.0262,0.0253,mixed
A143-B130,A143,B130,1,False,0.2238,0.0718,-0.0942,3.1,0.1933,0.2525,0.0161,0.0262,0.0253,mixed
A96-B101,A96,B101,1,False,0.2238,0.0718,-0.0942,3.1,0.1926,0.2514,0.0163,0.0262,0.0253,mixed
A81-B75,A81,B75,3,True,0.2231,0.0263,-0.0949,3.11,0.1914,0.2514,0.0167,0.0077,0.0283,mixed
A196-B122,A196,B122,1,False,0.219,0.0633,-0.099,3.17,0.1771,0.2426,0.0192,0.0273,0.0315,mixed
A83-B103,A83,B103,1,False,0.2166,0.0662,-0.1014,3.2,0.1876,0.242,0.0156,0.0323,0.0244,mixed
A81-B165,A81,B165,2,False,0.2147,0.0618,-0.1033,3.23,0.1765,0.2517,0.0203,0.0064,0.0327,mixed
A81-B171,A81,B171,2,True,0.2124,0.0516,-0.1056,3.26,0.1467,0.2395,0.0248,0.0078,0.0375,mixed
A20-B165,A20,B165,1,True,0.2117,0.0544,-0.1063,3.27,0.1621,0.2464,0.022,0.0336,0.0308,mixed
A186-B165,A186,B165,1,True,0.2099,0.0495,-0.1081,3.3,0.1681,0.2408,0.0206,0.0238,0.0312,mixed
A90-B117,A90,B117,1,False,0.2096,0.0635,-0.1084,3.31,0.1694,0.2348,0.0178,0.0351,0.0314,mixed
A20-B157,A20,B157,1,False,0.2063,0.0689,-0.1117,3.36,0.1671,0.2309,0.0178,0.0353,0.0288,mixed
A152-B32,A152,B32,1,True,0.2057,0.0607,-0.1123,3.37,0.1769,0.2395,0.0185,0.031,0.0294,mixed
A81-B40,A81,B40,2,True,0.2048,0.0474,-0.1132,3.39,0.1616,0.2384,0.0186,0.0059,0.0305,mixed
A78-B84,A78,B84,2,True,0.2036,0.0428,-0.1144,3.4,0.1538,0.2286,0.0185,0.0082,0.0329,mixed
A152-B15,A152,B15,1,False,0.2011,0.0692,-0.1169,3.45,0.1695,0.2327,0.0176,0.0323,0.0254,mixed
A81-B70,A81,B70,1,False,0.2011,0.0692,-0.1169,3.45,0.163,0.2331,0.0191,0.0323,0.0254,mixed
A153-B151,A153,B151,2,False,0.2011,0.0534,-0.1169,3.45,0.1686,0.2358,0.018,0.0136,0.0262,mixed
A90-B11,A90,B11,1,False,0.2011,0.0692,-0.1169,3.45,0.165,0.2283,0.0174,0.0323,0.0254,mixed
A152-B151,A152,B151,3,True,0.1996,0.0362,-0.1184,3.47,0.1565,0.2288,0.0168,0.0045,0.0381,mixed
A78-B18,A78,B18,2,True,0.1984,0.057,-0.1196,3.49,0.1645,0.2289,0.0197,0.0142,0.0315,mixed
A153-B84,A153,B84,1,True,0.1957,0.0553,-0.1223,3.54,0.1558,0.2225,0.0171,0.0389,0.0263,mixed
A90-B154,A90,B154,1,False,0.1947,0.0639,-0.1233,3.56,0.1649,0.2172,0.0141,0.0392,0.0246,mixed
A16-B4,A16,B4,1,False,0.1944,0.0619,-0.1236,3.57,0.1544,0.2182,0.0182,0.04,0.0305,mixed
A186-B70,A186,B70,1,False,0.1896,0.0688,-0.1284,3.66,0.1478,0.2159,0.0176,0.0289,0.0134,data-pinned
A63-B151,A63,B151,2,True,0.187,0.0398,-0.131,3.71,0.1481,0.2168,0.0173,0.0104,0.0211,mixed
A78-B171,A78,B171,2,True,0.1535,0.0393,-0.1645,4.52,0.1185,0.1824,0.0177,0.0097,0.0201,mixed
