allele,marginal_s_per_cycle,se,n_pairs,n_samples,sweep_wins,drift_null_p,null_lo,null_hi,exceeds_drift_null,robust_selection
B3,-0.06889476893162128,0.034397776084752515,2,3,0,0.09666666666666666,-0.11698533672127459,0.057648018633390447,False,False
B122,-0.07582305025623859,0.15778325095687518,2,3,0,0.07666666666666666,-0.09468364688634825,0.06357060867706715,False,False
B147,-0.08023636288010023,0.019179624176100505,2,3,0,0.19333333333333333,-0.15116957233420977,0.08325909268504823,False,False
B24,-0.08900883980423362,0.0842537741975443,2,2,0,0.09333333333333334,-0.11909848027062027,0.07370423163861634,False,False
B178,-0.09084969398960359,0.13880754477525128,2,3,0,0.06666666666666667,-0.1170036947481559,0.06940329617488199,False,False
B49,-0.09338835388643969,0.15791577922098027,2,2,0,0.07666666666666666,-0.1335582349635041,0.0710853505546202,False,False
B30,-0.09651624497132572,0.01800330053815707,10,3,0,0.09333333333333334,-0.12519641939570364,0.0746580626070541,False,False
B26,-0.09940356848489441,0.03246036630920761,3,3,0,0.07333333333333333,-0.1306627599189324,0.07833650632357653,False,False
B51,-0.10221362166065735,0.006863309546171655,3,3,0,0.14666666666666667,-0.1435475949263133,0.14780075552173683,False,False
B140,-0.10611814531251991,0.0336613350885731,5,3,0,0.0033333333333333335,-0.05052660012121419,0.038905627496152624,True,True
B142,-0.10999496814309973,0.013964538268231852,2,2,0,0.06333333333333334,-0.14558318051610977,0.07941902772940856,False,False
B2,-0.1104301131802575,0.1432059314005876,3,3,0,0.0,-0.039165699401475296,0.0648677074590372,True,False
B42,-0.11940619291261324,0.07832835090293443,3,3,0,0.08666666666666667,-0.1545217970131592,0.10503481130791002,False,False
B145,-0.12394554055576355,0.032909333349467614,4,3,0,0.06666666666666667,-0.1588541495035124,0.09644139345737227,False,False
B6,-0.12806782578786471,0.09013975607702224,5,3,0,0.0,-0.03672429927387563,0.03055414486075692,True,True
B119,-0.14429407409834252,0.04922049829582693,4,3,0,0.0,-0.08150598050108926,0.05884831569568482,True,False
B150,-0.14523063440872866,0.006305960122547009,6,3,0,0.016666666666666666,-0.08811322741860038,0.1318349113308373,True,True
B65,-0.14613586656935346,0.11678456662423783,3,3,0,0.0,-0.09386044620618506,0.08289077109306485,True,False
B11,-0.14834412326913396,0.0351134974588619,3,3,0,0.006666666666666667,-0.10457379748689109,0.06844506232997553,True,False
B40,-0.15449074678880287,0.12883281259544863,2,2,0,0.0,-0.0523597172018251,0.04192581284956861,True,False
B103,-0.16329302716428593,0.13683783738924668,2,2,0,0.0,-0.1209242037108044,0.07120185736186174,True,False
B77,-0.16640739873925048,0.0013951938589477468,5,3,0,0.0,-0.09247419532722913,0.0705133681950288,True,True
B154,-0.18365751046707363,0.05087510395706381,2,2,0,0.0,-0.08523566084797353,0.05399840839251382,True,False
B70,-0.19480829697483815,0.06458775124474533,2,3,0,0.0,-0.08299138218741793,0.05159170918645153,True,False
B171,-0.19643238636056465,0.05974315669457044,8,3,0,0.0,-0.03723440048799549,0.04043454529938342,True,True
B110,-0.197511560176914,0.06898509120572921,2,3,0,0.0,-0.09909850339214887,0.06303531587436599,True,False
B123,-0.21196919729538197,0.09266553644758202,3,3,0,0.0,-0.03552088213576638,0.033499469466931504,True,False
B59,-0.21836136781538198,0.04113682106998976,6,3,0,0.0,-0.07470098431277511,0.04533450211202548,True,True
B12,-0.26768546550055666,0.0727722596704021,2,3,0,0.0,-0.05537370215844629,0.04135563577016954,True,False
B75,-0.33023961704722365,0.001817882281995209,10,3,0,0.0,-0.03359106212348558,0.03355897625546379,True,True
B27,-0.3335655773373685,0.05837666112533429,6,3,0,0.0,-0.018722331494473447,0.04344858702975895,True,True
