Sample,assay,Microtiter_plate_well,Transfer,verA,verB,Candidate,Count,depth,freq
B4_M_bcfr,amplicon,B4,4,A143,B93,A143-B93,2,4139,0.0004832085044696
B4_M_bcfr,amplicon,B4,4,A145,B8,A145-B8,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A151,B19,A151-B19,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A152,B100,A152-B100,19,4139,0.0045904807924619
B4_M_bcfr,amplicon,B4,4,A152,B151,A152-B151,7,4139,0.0016912297656438
B4_M_bcfr,amplicon,B4,4,A153,B30,A153-B30,42,4139,0.0101473785938632
B4_M_bcfr,amplicon,B4,4,A153,B6,A153-B6,30,4139,0.0072481275670451
B4_M_bcfr,amplicon,B4,4,A159,B24,A159-B24,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A159,B49,A159-B49,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A159,B77,A159-B77,9,4139,0.0021744382701135
B4_M_bcfr,amplicon,B4,4,A176,B104,A176-B104,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A176,B119,A176-B119,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A186,B30,A186-B30,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A186,B79,A186-B79,10,4139,0.0024160425223483
B4_M_bcfr,amplicon,B4,4,A191,B84,A191-B84,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A193,B77,A193-B77,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B107,A196-B107,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B117,A196-B117,236,4139,0.057018603527422
B4_M_bcfr,amplicon,B4,4,A196,B122,A196-B122,7,4139,0.0016912297656438
B4_M_bcfr,amplicon,B4,4,A196,B123,A196-B123,10,4139,0.0024160425223483
B4_M_bcfr,amplicon,B4,4,A196,B139,A196-B139,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B15,A196-B15,29,4139,0.0070065233148103
B4_M_bcfr,amplicon,B4,4,A196,B150,A196-B150,17,4139,0.0041072722879922
B4_M_bcfr,amplicon,B4,4,A196,B151,A196-B151,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B171,A196-B171,60,4139,0.0144962551340903
B4_M_bcfr,amplicon,B4,4,A196,B2,A196-B2,32,4139,0.0077313360715148
B4_M_bcfr,amplicon,B4,4,A196,B27,A196-B27,84,4139,0.0202947571877265
B4_M_bcfr,amplicon,B4,4,A196,B30,A196-B30,13,4139,0.0031408552790529
B4_M_bcfr,amplicon,B4,4,A196,B39,A196-B39,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B59,A196-B59,124,4139,0.02995892727712
B4_M_bcfr,amplicon,B4,4,A196,B6,A196-B6,4,4139,0.0009664170089393
B4_M_bcfr,amplicon,B4,4,A196,B75,A196-B75,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B8,A196-B8,11,4139,0.0026576467745832
B4_M_bcfr,amplicon,B4,4,A196,B85,A196-B85,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B86,A196-B86,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A196,B87,A196-B87,226,4139,0.0546025610050736
B4_M_bcfr,amplicon,B4,4,A20,B178,A20-B178,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A20,B30,A20-B30,5,4139,0.0012080212611741
B4_M_bcfr,amplicon,B4,4,A20,B60,A20-B60,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A20,B84,A20-B84,2,4139,0.0004832085044696
B4_M_bcfr,amplicon,B4,4,A63,B117,A63-B117,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A63,B151,A63-B151,9,4139,0.0021744382701135
B4_M_bcfr,amplicon,B4,4,A78,B103,A78-B103,2,4139,0.0004832085044696
B4_M_bcfr,amplicon,B4,4,A78,B109,A78-B109,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A78,B137,A78-B137,159,4139,0.0384150761053394
B4_M_bcfr,amplicon,B4,4,A78,B150,A78-B150,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A78,B151,A78-B151,96,4139,0.0231940082145445
B4_M_bcfr,amplicon,B4,4,A78,B171,A78-B171,2,4139,0.0004832085044696
B4_M_bcfr,amplicon,B4,4,A78,B26,A78-B26,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A78,B68,A78-B68,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A78,B70,A78-B70,4,4139,0.0009664170089393
B4_M_bcfr,amplicon,B4,4,A78,B73,A78-B73,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A78,B77,A78-B77,319,4139,0.0770717564629137
B4_M_bcfr,amplicon,B4,4,A78,B84,A78-B84,39,4139,0.0094225658371587
B4_M_bcfr,amplicon,B4,4,A81,B12,A81-B12,4,4139,0.0009664170089393
B4_M_bcfr,amplicon,B4,4,A81,B132,A81-B132,31,4139,0.00748973181928
B4_M_bcfr,amplicon,B4,4,A81,B136,A81-B136,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A81,B140,A81-B140,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A81,B18,A81-B18,8,4139,0.0019328340178787
B4_M_bcfr,amplicon,B4,4,A81,B27,A81-B27,20,4139,0.0048320850446967
B4_M_bcfr,amplicon,B4,4,A81,B40,A81-B40,10,4139,0.0024160425223483
B4_M_bcfr,amplicon,B4,4,A81,B42,A81-B42,4,4139,0.0009664170089393
B4_M_bcfr,amplicon,B4,4,A81,B51,A81-B51,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A81,B65,A81-B65,4,4139,0.0009664170089393
B4_M_bcfr,amplicon,B4,4,A81,B75,A81-B75,14,4139,0.0033824595312877
B4_M_bcfr,amplicon,B4,4,A81,B8,A81-B8,1452,4139,0.3508093742449867
B4_M_bcfr,amplicon,B4,4,A81,B84,A81-B84,16,4139,0.0038656680357574
B4_M_bcfr,amplicon,B4,4,A83,B137,A83-B137,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A83,B50,A83-B50,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A90,B119,A90-B119,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A90,B120,A90-B120,20,4139,0.0048320850446967
B4_M_bcfr,amplicon,B4,4,A90,B145,A90-B145,7,4139,0.0016912297656438
B4_M_bcfr,amplicon,B4,4,A90,B151,A90-B151,27,4139,0.0065233148103406
B4_M_bcfr,amplicon,B4,4,A90,B154,A90-B154,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A90,B155,A90-B155,5,4139,0.0012080212611741
B4_M_bcfr,amplicon,B4,4,A90,B18,A90-B18,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A90,B26,A90-B26,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A90,B47,A90-B47,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A90,B59,A90-B59,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A90,B84,A90-B84,2,4139,0.0004832085044696
B4_M_bcfr,amplicon,B4,4,A93,B8,A93-B8,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,4,A96,B140,A96-B140,3,4139,0.0007248127567045
B4_M_bcfr,amplicon,B4,4,A96,B75,A96-B75,2,4139,0.0004832085044696
B4_M_bcfr,amplicon,B4,4,A96,B79,A96-B79,2,4139,0.0004832085044696
B4_M_bcfr,amplicon,B4,4,A96,B87,A96-B87,1,4139,0.0002416042522348
B4_M_bcfr,amplicon,B4,13,A113,B8,A113-B8,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A122,B79,A122-B79,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A143,B76,A143-B76,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A143,B8,A143-B8,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A143,B84,A143-B84,442,3809,0.1160409556313993
B4_M_bcfr,amplicon,B4,13,A143,B89,A143-B89,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A143,B92,A143-B92,2,3809,0.0005250721974271
B4_M_bcfr,amplicon,B4,13,A15,B84,A15-B84,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A152,B100,A152-B100,2,3809,0.0005250721974271
B4_M_bcfr,amplicon,B4,13,A186,B111,A186-B111,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A186,B148,A186-B148,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A186,B15,A186-B15,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A186,B79,A186-B79,759,3809,0.199264898923602
B4_M_bcfr,amplicon,B4,13,A186,B99,A186-B99,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A196,B117,A196-B117,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A196,B59,A196-B59,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A78,B150,A78-B150,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A78,B151,A78-B151,15,3809,0.0039380414807035
B4_M_bcfr,amplicon,B4,13,A78,B155,A78-B155,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A78,B77,A78-B77,13,3809,0.0034129692832764
B4_M_bcfr,amplicon,B4,13,A78,B84,A78-B84,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A81,B132,A81-B132,20,3809,0.0052507219742714
B4_M_bcfr,amplicon,B4,13,A81,B27,A81-B27,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A81,B3,A81-B3,3,3809,0.0007876082961407
B4_M_bcfr,amplicon,B4,13,A81,B8,A81-B8,2533,3809,0.6650039380414807
B4_M_bcfr,amplicon,B4,13,A82,B77,A82-B77,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A90,B151,A90-B151,1,3809,0.0002625360987135
B4_M_bcfr,amplicon,B4,13,A93,B8,A93-B8,2,3809,0.0005250721974271
B4_M_fbcr,amplicon,B4,3,A115,B84,A115-B84,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A132,B15,A132-B15,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A143,B8,A143-B8,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A143,B84,A143-B84,383,4636,0.0826143226919758
B4_M_fbcr,amplicon,B4,3,A145,B30,A145-B30,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A146,B137,A146-B137,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A149,B6,A149-B6,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A15,B84,A15-B84,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A152,B100,A152-B100,21,4636,0.0045297670405522
B4_M_fbcr,amplicon,B4,3,A152,B110,A152-B110,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A152,B126,A152-B126,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A152,B151,A152-B151,19,4636,0.0040983606557377
B4_M_fbcr,amplicon,B4,3,A152,B9,A152-B9,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A153,B105,A153-B105,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A153,B30,A153-B30,61,4636,0.0131578947368421
B4_M_fbcr,amplicon,B4,3,A153,B6,A153-B6,64,4636,0.0138050043140638
B4_M_fbcr,amplicon,B4,3,A159,B24,A159-B24,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A159,B49,A159-B49,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A159,B77,A159-B77,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A162,B137,A162-B137,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A176,B33,A176-B33,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A186,B79,A186-B79,20,4636,0.0043140638481449
B4_M_fbcr,amplicon,B4,3,A194,B117,A194-B117,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A196,B117,A196-B117,281,4636,0.0606125970664365
B4_M_fbcr,amplicon,B4,3,A196,B122,A196-B122,16,4636,0.0034512510785159
B4_M_fbcr,amplicon,B4,3,A196,B123,A196-B123,16,4636,0.0034512510785159
B4_M_fbcr,amplicon,B4,3,A196,B15,A196-B15,52,4636,0.0112165660051768
B4_M_fbcr,amplicon,B4,3,A196,B150,A196-B150,27,4636,0.0058239861949956
B4_M_fbcr,amplicon,B4,3,A196,B169,A196-B169,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A196,B171,A196-B171,101,4636,0.021786022433132
B4_M_fbcr,amplicon,B4,3,A196,B2,A196-B2,60,4636,0.0129421915444348
B4_M_fbcr,amplicon,B4,3,A196,B27,A196-B27,146,4636,0.0314926660914581
B4_M_fbcr,amplicon,B4,3,A196,B30,A196-B30,20,4636,0.0043140638481449
B4_M_fbcr,amplicon,B4,3,A196,B59,A196-B59,162,4636,0.0349439171699741
B4_M_fbcr,amplicon,B4,3,A196,B6,A196-B6,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A196,B75,A196-B75,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A196,B8,A196-B8,7,4636,0.0015099223468507
B4_M_fbcr,amplicon,B4,3,A196,B85,A196-B85,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A196,B87,A196-B87,366,4636,0.0789473684210526
B4_M_fbcr,amplicon,B4,3,A196,B91,A196-B91,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A20,B11,A20-B11,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A20,B117,A20-B117,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A20,B178,A20-B178,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A20,B30,A20-B30,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A20,B60,A20-B60,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A20,B84,A20-B84,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A4,B117,A4-B117,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A4,B87,A4-B87,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A49,B27,A49-B27,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A63,B147,A63-B147,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A63,B151,A63-B151,14,4636,0.0030198446937014
B4_M_fbcr,amplicon,B4,3,A63,B84,A63-B84,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A65,B171,A65-B171,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A65,B8,A65-B8,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A68,B117,A68-B117,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A77,B8,A77-B8,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B103,A78-B103,5,4636,0.0010785159620362
B4_M_fbcr,amplicon,B4,3,A78,B109,A78-B109,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B115,A78-B115,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B130,A78-B130,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A78,B137,A78-B137,355,4636,0.0765746333045729
B4_M_fbcr,amplicon,B4,3,A78,B142,A78-B142,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A78,B149,A78-B149,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B150,A78-B150,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B151,A78-B151,161,4636,0.0347282139775668
B4_M_fbcr,amplicon,B4,3,A78,B169,A78-B169,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B171,A78-B171,6,4636,0.0012942191544434
B4_M_fbcr,amplicon,B4,3,A78,B23,A78-B23,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B26,A78-B26,8,4636,0.0017256255392579
B4_M_fbcr,amplicon,B4,3,A78,B69,A78-B69,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A78,B70,A78-B70,18,4636,0.0038826574633304
B4_M_fbcr,amplicon,B4,3,A78,B77,A78-B77,513,4636,0.110655737704918
B4_M_fbcr,amplicon,B4,3,A78,B84,A78-B84,81,4636,0.017471958584987
B4_M_fbcr,amplicon,B4,3,A78,B87,A78-B87,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A78,B9,A78-B9,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A81,B12,A81-B12,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A81,B132,A81-B132,101,4636,0.021786022433132
B4_M_fbcr,amplicon,B4,3,A81,B137,A81-B137,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A81,B140,A81-B140,14,4636,0.0030198446937014
B4_M_fbcr,amplicon,B4,3,A81,B15,A81-B15,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A81,B163,A81-B163,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A81,B171,A81-B171,10,4636,0.0021570319240724
B4_M_fbcr,amplicon,B4,3,A81,B18,A81-B18,38,4636,0.0081967213114754
B4_M_fbcr,amplicon,B4,3,A81,B27,A81-B27,47,4636,0.0101380500431406
B4_M_fbcr,amplicon,B4,3,A81,B3,A81-B3,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A81,B4,A81-B4,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A81,B40,A81-B40,27,4636,0.0058239861949956
B4_M_fbcr,amplicon,B4,3,A81,B42,A81-B42,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A81,B51,A81-B51,10,4636,0.0021570319240724
B4_M_fbcr,amplicon,B4,3,A81,B6,A81-B6,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A81,B65,A81-B65,7,4636,0.0015099223468507
B4_M_fbcr,amplicon,B4,3,A81,B75,A81-B75,24,4636,0.0051768766177739
B4_M_fbcr,amplicon,B4,3,A81,B8,A81-B8,1081,4636,0.2331751509922346
B4_M_fbcr,amplicon,B4,3,A81,B84,A81-B84,29,4636,0.0062553925798101
B4_M_fbcr,amplicon,B4,3,A83,B50,A83-B50,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A84,B132,A84-B132,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A90,B119,A90-B119,4,4636,0.0008628127696289
B4_M_fbcr,amplicon,B4,3,A90,B120,A90-B120,29,4636,0.0062553925798101
B4_M_fbcr,amplicon,B4,3,A90,B145,A90-B145,13,4636,0.0028041415012942
B4_M_fbcr,amplicon,B4,3,A90,B147,A90-B147,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A90,B151,A90-B151,38,4636,0.0081967213114754
B4_M_fbcr,amplicon,B4,3,A90,B154,A90-B154,5,4636,0.0010785159620362
B4_M_fbcr,amplicon,B4,3,A90,B155,A90-B155,35,4636,0.0075496117342536
B4_M_fbcr,amplicon,B4,3,A90,B159,A90-B159,5,4636,0.0010785159620362
B4_M_fbcr,amplicon,B4,3,A90,B165,A90-B165,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A90,B26,A90-B26,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A90,B47,A90-B47,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A90,B59,A90-B59,8,4636,0.0017256255392579
B4_M_fbcr,amplicon,B4,3,A90,B84,A90-B84,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A93,B8,A93-B8,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A96,B127,A96-B127,1,4636,0.0002157031924072
B4_M_fbcr,amplicon,B4,3,A96,B140,A96-B140,3,4636,0.0006471095772217
B4_M_fbcr,amplicon,B4,3,A96,B75,A96-B75,2,4636,0.0004314063848144
B4_M_fbcr,amplicon,B4,3,A96,B79,A96-B79,9,4636,0.0019413287316652
B4_M_fbcr,amplicon,B4,3,A96,B87,A96-B87,5,4636,0.0010785159620362
B4_M_fbcr,amplicon,B4,4,A102,B120,A102-B120,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A132,B87,A132-B87,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A143,B130,A143-B130,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A143,B84,A143-B84,720,3816,0.1886792452830188
B4_M_fbcr,amplicon,B4,4,A152,B100,A152-B100,21,3816,0.005503144654088
B4_M_fbcr,amplicon,B4,4,A152,B110,A152-B110,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A152,B151,A152-B151,9,3816,0.0023584905660377
B4_M_fbcr,amplicon,B4,4,A153,B30,A153-B30,35,3816,0.0091719077568134
B4_M_fbcr,amplicon,B4,4,A153,B6,A153-B6,27,3816,0.0070754716981132
B4_M_fbcr,amplicon,B4,4,A159,B24,A159-B24,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A159,B77,A159-B77,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A162,B137,A162-B137,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A176,B119,A176-B119,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A176,B131,A176-B131,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A186,B30,A186-B30,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A186,B79,A186-B79,13,3816,0.0034067085953878
B4_M_fbcr,amplicon,B4,4,A196,B107,A196-B107,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A196,B117,A196-B117,225,3816,0.0589622641509434
B4_M_fbcr,amplicon,B4,4,A196,B122,A196-B122,4,3816,0.0010482180293501
B4_M_fbcr,amplicon,B4,4,A196,B123,A196-B123,6,3816,0.0015723270440251
B4_M_fbcr,amplicon,B4,4,A196,B15,A196-B15,19,3816,0.0049790356394129
B4_M_fbcr,amplicon,B4,4,A196,B150,A196-B150,24,3816,0.0062893081761006
B4_M_fbcr,amplicon,B4,4,A196,B151,A196-B151,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A196,B171,A196-B171,61,3816,0.0159853249475891
B4_M_fbcr,amplicon,B4,4,A196,B2,A196-B2,38,3816,0.0099580712788259
B4_M_fbcr,amplicon,B4,4,A196,B27,A196-B27,72,3816,0.0188679245283018
B4_M_fbcr,amplicon,B4,4,A196,B30,A196-B30,15,3816,0.0039308176100628
B4_M_fbcr,amplicon,B4,4,A196,B59,A196-B59,126,3816,0.0330188679245283
B4_M_fbcr,amplicon,B4,4,A196,B6,A196-B6,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A196,B75,A196-B75,4,3816,0.0010482180293501
B4_M_fbcr,amplicon,B4,4,A196,B8,A196-B8,7,3816,0.0018343815513626
B4_M_fbcr,amplicon,B4,4,A196,B87,A196-B87,248,3816,0.0649895178197065
B4_M_fbcr,amplicon,B4,4,A196,B91,A196-B91,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A20,B126,A20-B126,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A20,B178,A20-B178,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A20,B30,A20-B30,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A4,B117,A4-B117,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A4,B87,A4-B87,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A63,B117,A63-B117,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A63,B151,A63-B151,11,3816,0.0028825995807127
B4_M_fbcr,amplicon,B4,4,A63,B84,A63-B84,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A77,B8,A77-B8,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A78,B103,A78-B103,4,3816,0.0010482180293501
B4_M_fbcr,amplicon,B4,4,A78,B109,A78-B109,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A78,B137,A78-B137,152,3816,0.0398322851153039
B4_M_fbcr,amplicon,B4,4,A78,B142,A78-B142,3,3816,0.0007861635220125
B4_M_fbcr,amplicon,B4,4,A78,B150,A78-B150,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A78,B151,A78-B151,85,3816,0.0222746331236897
B4_M_fbcr,amplicon,B4,4,A78,B171,A78-B171,6,3816,0.0015723270440251
B4_M_fbcr,amplicon,B4,4,A78,B26,A78-B26,5,3816,0.0013102725366876
B4_M_fbcr,amplicon,B4,4,A78,B70,A78-B70,9,3816,0.0023584905660377
B4_M_fbcr,amplicon,B4,4,A78,B77,A78-B77,247,3816,0.0647274633123689
B4_M_fbcr,amplicon,B4,4,A78,B80,A78-B80,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A78,B84,A78-B84,44,3816,0.0115303983228511
B4_M_fbcr,amplicon,B4,4,A81,B12,A81-B12,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A81,B132,A81-B132,29,3816,0.0075995807127882
B4_M_fbcr,amplicon,B4,4,A81,B140,A81-B140,6,3816,0.0015723270440251
B4_M_fbcr,amplicon,B4,4,A81,B171,A81-B171,3,3816,0.0007861635220125
B4_M_fbcr,amplicon,B4,4,A81,B18,A81-B18,11,3816,0.0028825995807127
B4_M_fbcr,amplicon,B4,4,A81,B27,A81-B27,12,3816,0.0031446540880503
B4_M_fbcr,amplicon,B4,4,A81,B3,A81-B3,3,3816,0.0007861635220125
B4_M_fbcr,amplicon,B4,4,A81,B40,A81-B40,9,3816,0.0023584905660377
B4_M_fbcr,amplicon,B4,4,A81,B42,A81-B42,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A81,B47,A81-B47,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A81,B51,A81-B51,6,3816,0.0015723270440251
B4_M_fbcr,amplicon,B4,4,A81,B65,A81-B65,2,3816,0.000524109014675
B4_M_fbcr,amplicon,B4,4,A81,B75,A81-B75,9,3816,0.0023584905660377
B4_M_fbcr,amplicon,B4,4,A81,B8,A81-B8,1377,3816,0.3608490566037736
B4_M_fbcr,amplicon,B4,4,A81,B84,A81-B84,12,3816,0.0031446540880503
B4_M_fbcr,amplicon,B4,4,A83,B50,A83-B50,14,3816,0.0036687631027253
B4_M_fbcr,amplicon,B4,4,A90,B119,A90-B119,1,3816,0.0002620545073375
B4_M_fbcr,amplicon,B4,4,A90,B120,A90-B120,9,3816,0.0023584905660377
B4_M_fbcr,amplicon,B4,4,A90,B145,A90-B145,5,3816,0.0013102725366876
B4_M_fbcr,amplicon,B4,4,A90,B151,A90-B151,17,3816,0.0044549266247379
B4_M_fbcr,amplicon,B4,4,A90,B154,A90-B154,1,3816,0.0002620545073375
